,Missouri,New York,Colorado,Pennsylvania,Delaware,Ohio,Indiana,Germany,Ireland,Illinois,Massachusetts,Maine,Austria,New Mexico,Kansas,England,Nebraska,New Jersey,Maryland,Connecticut,Tennessee,Virginia,Kentucky,Wisconsin,Louisiana,Canada,Utah,Iowa,Michigan,Mexico,Scotland,North Carolina,Texas,Mississippi,Other USSR/Russia,New Hampshire,France,China,Vermont,Switzerland,Italy,Washington,Wyoming,Sweden,South Carolina,Wales,California,Georgia,District of Columbia,Netherlands,Czechoslovakia,Belgium,Denmark,Rhode Island,"United States, ns",Alabama,Poland,Arkansas,Florida,AFRICA,West Indies,Norway,Cuba,Minnesota,Abroad (unknown) or at sea,Japan,Montana,West Virginia,SOUTH AMERICA,Australia and New Zealand,Finland,Oklahoma,Oregon,"Europe, ns",Nevada,Portugal,Spain,Arizona,Hawaii,India,South Dakota,Idaho,Hungary,Central America,Greece,Iceland,Syria,North Dakota,Indonesia,U.S. Virgin Islands,Romania,Turkey,Pacific Islands,Yugoslavia,Bulgaria,"Southwest Asia, nec/ns",Philippines,Lebanon,Latvia,Lithuania,Native American,Israel/Palestine,Missing/blank,Korea
1870,1503.8499999999995,3231.1499999999987,5220.6399999999985,1037.5,87.8,1846.6999999999994,856.38,1028.04,1945.55,1489.31,1355.88,471.21999999999986,87.8,9334.519999999986,263.4,2516.7200000000007,175.6,383.42,87.8,87.8,87.8,1015.9,855.3,442.32999999999987,51.96,426.22,522.4,1390.95,415.64,99.49,87.8,182.56,99.49,99.49,99.49,103.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,2642.4240000000123,4407.4340000000175,7297.373999999954,2098.318000000007,99.83699999999999,2860.881000000009,1328.9820000000018,1668.9850000000035,2584.9500000000044,2630.078000000016,1591.7059999999994,673.8459999999994,129.83699999999996,9380.853000000003,600.1119999999994,3137.819000000009,231.99699999999996,496.4049999999998,181.75500000000005,212.61100000000005,294.15499999999963,1179.4429999999998,1135.1589999999992,720.8349999999989,90.18199999999999,915.7430000000022,504.58799999999997,1963.887000000002,782.4449999999986,104.25399999999999,232.6139999999998,239.49899999999997,208.87499999999991,138.46099999999996,141.93199999999996,154.98899999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,3780.998000000025,5583.718000000037,9374.10799999991,3159.136000000014,111.874,3875.0620000000185,1801.5840000000037,2309.930000000007,3224.3500000000085,3770.846000000032,1827.5319999999988,876.4719999999991,171.8739999999999,9427.18600000002,936.8239999999989,3758.9180000000174,288.39399999999995,609.3899999999996,275.7100000000001,337.42200000000014,500.5099999999993,1342.9859999999994,1415.0179999999982,999.3399999999981,128.40399999999997,1405.2660000000042,486.776,2536.824000000004,1149.2499999999973,109.018,377.42799999999966,296.43799999999993,318.2599999999998,177.43199999999993,184.3739999999999,206.06799999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,4919.572000000038,6760.002000000056,11450.841999999866,4219.954000000022,123.911,4889.243000000028,2274.1860000000056,2950.875000000011,3863.7500000000127,4911.614000000048,2063.3579999999984,1079.0979999999986,213.9109999999999,9473.519000000037,1273.5359999999982,4380.017000000025,344.79099999999994,722.3749999999993,369.66500000000013,462.23300000000023,706.8649999999989,1506.528999999999,1694.8769999999975,1277.844999999997,166.62599999999998,1894.7890000000064,468.964,3109.761000000006,1516.0549999999957,113.782,522.2419999999994,353.3769999999999,427.64499999999975,216.4029999999999,226.8159999999999,257.14699999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,6058.146000000051,7936.286000000075,13527.575999999823,5280.772000000028,135.94799999999998,5903.424000000037,2746.7880000000073,3591.8200000000143,4503.150000000017,6052.382000000063,2299.1839999999975,1281.7239999999983,255.94799999999987,9519.852000000054,1610.2479999999978,5001.116000000035,401.1879999999999,835.3599999999992,463.6200000000002,587.0440000000002,913.2199999999985,1670.0719999999988,1974.7359999999967,1556.3499999999963,204.84799999999996,2384.3120000000085,451.15200000000004,3682.6980000000085,1882.8599999999942,118.54599999999999,667.0559999999992,410.31599999999986,537.0299999999996,255.37399999999985,269.25799999999987,308.2259999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,7196.720000000064,9112.570000000094,15604.30999999978,6341.590000000035,147.98499999999999,6917.605000000047,3219.3900000000094,4232.765000000018,5142.550000000021,7193.15000000008,2535.0099999999966,1484.3499999999979,297.98499999999984,9566.18500000007,1946.9599999999973,5622.215000000042,457.5849999999998,948.3449999999989,557.5750000000002,711.8550000000002,1119.5749999999982,1833.6149999999984,2254.5949999999957,1834.8549999999955,243.06999999999994,2873.835000000011,433.34000000000003,4255.63500000001,2249.6649999999927,123.31,811.8699999999991,467.2549999999998,646.4149999999996,294.34499999999986,311.6999999999998,359.30499999999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,8335.294000000076,10288.854000000112,17681.043999999732,7402.408000000042,160.022,7931.786000000056,3691.992000000011,4873.710000000021,5781.950000000026,8333.918000000096,2770.835999999996,1686.9759999999974,340.02199999999976,9612.518000000086,2283.671999999997,6243.314000000051,513.9819999999999,1061.3299999999988,651.5300000000002,836.6660000000004,1325.9299999999978,1997.157999999998,2534.453999999995,2113.359999999994,281.2919999999999,3363.358000000013,415.528,4828.572000000012,2616.4699999999916,128.074,956.6839999999988,524.1939999999997,755.7999999999995,333.3159999999998,354.14199999999977,410.3839999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,9473.86800000009,11465.13800000013,19757.77799999969,8463.22600000005,172.05899999999997,8945.967000000066,4164.594000000013,5514.655000000025,6421.35000000003,9474.68600000011,3006.6619999999957,1889.6019999999971,382.05899999999974,9658.851000000102,2620.3839999999964,6864.413000000059,570.3789999999998,1174.3149999999985,745.4850000000002,961.4770000000004,1532.2849999999976,2160.7009999999977,2814.312999999994,2391.8649999999934,319.5139999999999,3852.881000000015,397.716,5401.509000000015,2983.27499999999,132.838,1101.4979999999987,581.1329999999998,865.1849999999995,372.2869999999998,396.5839999999998,461.46299999999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,10612.442000000101,12641.422000000151,21834.511999999646,9524.044000000056,184.096,9960.148000000076,4637.1960000000145,6155.600000000029,7060.750000000035,10615.454000000127,3242.487999999995,2092.227999999997,424.0959999999997,9705.18400000012,2957.095999999996,7485.512000000068,626.7759999999997,1287.2999999999984,839.4400000000003,1086.2880000000005,1738.6399999999971,2324.2439999999974,3094.171999999993,2670.3699999999926,357.7359999999999,4342.404000000017,379.90400000000005,5974.446000000016,3350.0799999999886,137.602,1246.3119999999985,638.0719999999997,974.5699999999994,411.25799999999975,439.0259999999997,512.5419999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,11751.016000000116,13817.70600000017,23911.245999999603,10584.862000000063,196.13299999999998,10974.329000000085,5109.798000000017,6796.545000000032,7700.150000000039,11756.222000000143,3478.313999999994,2294.853999999996,466.1329999999997,9751.517000000136,3293.8079999999954,8106.611000000075,683.1729999999998,1400.284999999998,933.3950000000003,1211.0990000000006,1944.9949999999967,2487.786999999997,3374.0309999999927,2948.874999999992,395.95799999999986,4831.92700000002,362.0920000000001,6547.383000000018,3716.884999999987,142.36599999999999,1391.1259999999984,695.0109999999997,1083.9549999999992,450.2289999999997,481.4679999999997,563.6209999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,12889.590000000127,14993.990000000187,25987.97999999956,11645.680000000071,208.17,11988.510000000095,5582.400000000019,7437.490000000035,8339.550000000043,12896.990000000158,3714.1399999999935,2497.479999999996,508.1699999999997,9797.850000000153,3630.519999999995,8727.710000000085,739.5699999999997,1513.269999999998,1027.3500000000004,1335.9100000000005,2151.3499999999967,2651.3299999999967,3653.889999999992,3227.379999999991,434.17999999999984,5321.450000000022,344.2800000000001,7120.320000000021,4083.6899999999855,147.13,1535.9399999999982,751.9499999999997,1193.3399999999992,489.1999999999997,523.9099999999996,614.6999999999996,901.0700000000003,294.4499999999998,1623.2200000000007,710.4199999999997,431.11999999999983,110.68,230.04000000000005,2259.689999999995,275.7900000000001,1335.72,490.74999999999983,1093.0300000000007,283.1500000000001,103.76999999999998,156.78000000000003,61.62,511.2499999999997,477.61,59.91,548.3899999999996,165.81000000000003,627.4599999999998,49.89,14.44,39.91,463.74999999999983,20.33,567.3299999999998,4.98,4.98,40.16,442.58999999999975,50.17,35.14,20.29,71.11000000000001,45.4,30.44,143.53,10.02,15.18,30.55,4.73,15.06,20.36,30.68,55.69999999999999,5.16,10.33,10.02,,,,,,,,,,,,,,,,,,
1881,13886.965500000122,15288.983500000179,31923.350999999566,12159.048000000068,220.6265,12788.351500000092,5991.814000000018,7854.041000000034,8388.746000000041,14213.575000000157,3787.993499999994,2493.466999999996,703.9699999999996,9791.444500000145,4505.669999999996,9028.31450000008,1255.0169999999994,1592.968999999998,1043.6075000000003,1347.3585000000005,2227.690499999997,2706.062499999997,3873.036999999992,3542.6079999999915,464.08049999999986,5621.50050000002,513.8915000000002,7971.08450000002,4246.680999999986,150.003,1731.0454999999984,800.4224999999997,1309.2934999999993,504.2374999999997,809.8569999999995,604.6314999999996,876.0260000000003,337.2309999999998,1633.1490000000008,735.6634999999998,704.8459999999998,119.53150000000001,282.72450000000003,2692.6669999999954,288.5545000000001,1312.894,569.5174999999999,1127.9090000000006,290.4440000000001,114.00699999999998,204.02950000000004,66.737,571.3124999999998,463.2825,86.97749999999999,582.5144999999997,192.37050000000005,691.3269999999999,62.621,16.4485,42.364999999999995,470.8149999999998,26.82333333333333,633.9779999999998,16.76566666666666,31.107666666666674,58.467499999999994,490.2299999999998,52.5345,36.5295,82.559,96.83350000000002,52.202,43.76733333333333,146.6725,12.076333333333332,34.65925,36.7725,9.5565,16.7778,99.9095,43.83,77.54599999999999,7.378333333333334,14.8765,,,,,,,,,,,,,,,,,,,
1882,14884.341000000117,15583.97700000017,37858.72199999957,12672.416000000065,233.083,13588.193000000088,6401.228000000016,8270.592000000033,8437.94200000004,15530.160000000156,3861.8469999999943,2489.453999999996,899.7699999999995,9785.039000000137,5380.819999999997,9328.919000000076,1770.4639999999993,1672.667999999998,1059.8650000000002,1358.8070000000005,2304.030999999997,2760.794999999997,4092.183999999992,3857.835999999992,493.9809999999999,5921.551000000019,683.5030000000002,8821.84900000002,4409.671999999987,152.876,1926.1509999999982,848.8949999999998,1425.2469999999994,519.2749999999997,1095.8039999999996,594.5629999999996,850.9820000000002,380.0119999999999,1643.0780000000007,760.9069999999997,978.5719999999997,128.383,335.40900000000005,3125.6439999999957,301.3190000000001,1290.068,648.285,1162.7880000000005,297.73800000000006,124.24399999999999,251.27900000000002,71.854,631.3749999999998,448.95500000000004,114.045,616.6389999999997,218.93100000000004,755.1939999999998,75.352,18.457,44.82,477.8799999999998,33.31666666666666,700.626,28.551333333333325,57.235333333333344,76.77499999999999,537.8699999999998,54.899,37.919,144.828,122.55700000000002,59.004,57.09466666666667,149.815,14.132666666666665,54.1385,42.995000000000005,14.383000000000001,18.4956,179.459,56.980000000000004,99.392,9.596666666666668,19.423000000000002,,,,,,,,,,,,,,,,,,,
1883,15881.716500000111,15878.970500000161,43794.09299999957,13185.784000000061,245.53949999999998,14388.034500000085,6810.642000000014,8687.143000000031,8487.138000000037,16846.745000000155,3935.700499999995,2485.4409999999966,1095.5699999999995,9778.633500000129,6255.969999999998,9629.523500000072,2285.910999999999,1752.3669999999981,1076.1225000000004,1370.2555000000004,2380.371499999997,2815.5274999999974,4311.330999999992,4173.063999999992,523.8814999999998,6221.601500000017,853.1145000000001,9672.61350000002,4572.662999999988,155.749,2121.256499999998,897.3674999999997,1541.2004999999995,534.3124999999998,1381.7509999999995,584.4944999999997,825.9380000000002,422.7929999999999,1653.0070000000007,786.1504999999997,1252.2979999999995,137.23450000000003,388.09350000000006,3558.6209999999965,314.0835000000001,1267.242,727.0525,1197.6670000000006,305.03200000000004,134.481,298.5285,76.971,691.4374999999998,434.6275,141.1125,650.7634999999997,245.49150000000006,819.0609999999999,88.083,20.4655,47.275,484.9449999999998,39.81,767.274,40.33699999999999,83.36300000000003,95.08249999999998,585.5099999999998,57.2635,39.3085,207.097,148.28050000000002,65.806,70.422,152.9575,16.189,73.61775,49.2175,19.209500000000002,20.2134,259.00849999999997,70.13,121.23799999999999,11.815,23.9695,,,,,,,,,,,,,,,,,,,
1884,16879.092000000106,16173.964000000153,49729.46399999958,13699.152000000058,257.996,15187.87600000008,7220.056000000013,9103.694000000029,8536.334000000033,18163.330000000155,4009.5539999999955,2481.4279999999967,1291.3699999999994,9772.228000000121,7131.119999999999,9930.128000000068,2801.357999999999,1832.0659999999984,1092.3800000000003,1381.7040000000004,2456.7119999999973,2870.2599999999975,4530.477999999992,4488.291999999993,553.7819999999999,6521.6520000000155,1022.7260000000002,10523.378000000019,4735.653999999988,158.62199999999999,2316.3619999999983,945.8399999999998,1657.1539999999995,549.3499999999998,1667.6979999999994,574.4259999999997,800.8940000000002,465.57399999999996,1662.9360000000006,811.3939999999998,1526.0239999999994,146.086,440.778,3991.597999999997,326.84800000000007,1244.416,805.82,1232.5460000000005,312.3260000000001,144.718,345.778,82.088,751.4999999999998,420.3,168.18,684.8879999999997,272.0520000000001,882.928,100.814,22.474,49.73,492.0099999999999,46.303333333333335,833.922,52.122666666666646,109.4906666666667,113.38999999999999,633.1499999999999,59.628,40.698,269.36600000000004,174.00400000000002,72.608,83.74933333333333,156.1,18.245333333333335,93.09700000000001,55.44,24.036,21.9312,338.558,83.28,143.084,14.033333333333333,28.516,,,,,,,,,,,,,,,,,,,
1885,17876.4675000001,16468.957500000146,55664.834999999584,14212.520000000055,270.4525,15987.717500000079,7629.470000000012,9520.245000000028,8585.530000000032,19479.915000000154,4083.4074999999957,2477.414999999997,1487.1699999999994,9765.822500000113,8006.27,10230.732500000064,3316.8049999999985,1911.7649999999985,1108.6375000000003,1393.1525000000004,2533.0524999999975,2924.9924999999976,4749.624999999993,4803.519999999993,583.6824999999999,6821.702500000014,1192.3375,11374.142500000018,4898.644999999989,161.495,2511.4674999999984,994.3124999999998,1773.1074999999996,564.3874999999998,1953.6449999999993,564.3574999999997,775.8500000000003,508.35499999999996,1672.8650000000007,836.6374999999998,1799.7499999999993,154.93750000000003,493.4625000000001,4424.574999999997,339.61250000000007,1221.5900000000001,884.5875000000001,1267.4250000000004,319.62000000000006,154.95499999999998,393.02750000000003,87.205,811.5624999999998,405.9725,195.2475,719.0124999999998,298.61250000000007,946.7950000000001,113.545,24.4825,52.185,499.0749999999999,52.79666666666667,900.57,63.90833333333332,135.61833333333337,131.6975,680.7899999999998,61.9925,42.0875,331.63500000000005,199.72750000000002,79.41,97.07666666666665,159.2425,20.301666666666666,112.57625000000002,61.6625,28.8625,23.649,418.10749999999996,96.43,164.93,16.251666666666665,33.0625,,,,,,,,,,,,,,,,,,,
1886,18873.843000000095,16763.951000000136,61600.20599999958,14725.88800000005,282.909,16787.559000000074,8038.884000000011,9936.796000000028,8634.72600000003,20796.50000000015,4157.260999999997,2473.401999999997,1682.9699999999991,9759.417000000105,8881.420000000002,10531.33700000006,3832.2519999999986,1991.4639999999986,1124.8950000000004,1404.6010000000003,2609.3929999999978,2979.7249999999976,4968.771999999992,5118.747999999994,613.5829999999999,7121.753000000013,1361.9490000000003,12224.907000000017,5061.6359999999895,164.368,2706.5729999999985,1042.7849999999999,1889.0609999999997,579.4249999999998,2239.5919999999996,554.2889999999998,750.8060000000003,551.136,1682.7940000000008,861.8809999999999,2073.475999999999,163.78900000000004,546.147,4857.551999999998,352.37700000000007,1198.7640000000001,963.3550000000002,1302.3040000000005,326.91400000000004,165.19199999999998,440.277,92.322,871.6249999999998,391.645,222.31500000000003,753.1369999999998,325.1730000000001,1010.662,126.276,26.491,54.64,506.1399999999999,59.290000000000006,967.2180000000001,75.69399999999997,161.74600000000004,150.005,728.4299999999998,64.357,43.477000000000004,393.90400000000005,225.45100000000002,86.21199999999999,110.404,162.385,22.358,132.0555,67.885,33.68900000000001,25.366799999999998,497.657,109.58000000000001,186.77599999999998,18.47,37.609,,,,,,,,,,,,,,,,,,,
1887,19871.218500000086,17058.94450000013,67535.57699999958,15239.256000000049,295.3655,17587.40050000007,8448.29800000001,10353.347000000025,8683.922000000028,22113.08500000015,4231.114499999997,2469.388999999997,1878.769999999999,9753.011500000097,9756.570000000003,10831.941500000055,4347.698999999999,2071.1629999999986,1141.1525000000004,1416.0495000000003,2685.733499999998,3034.4574999999977,5187.918999999993,5433.975999999994,643.4834999999999,7421.803500000011,1531.5605000000005,13075.671500000019,5224.6269999999895,167.24099999999999,2901.678499999998,1091.2574999999997,2005.0144999999998,594.4624999999999,2525.5389999999993,544.2204999999997,725.7620000000002,593.917,1692.7230000000006,887.1244999999998,2347.201999999999,172.64050000000003,598.8315,5290.528999999999,365.14150000000006,1175.938,1042.1225000000002,1337.1830000000004,334.208,175.42899999999997,487.5265,97.439,931.6874999999999,377.3175,249.38250000000002,787.2614999999998,351.73350000000005,1074.529,139.007,28.4995,57.095,513.2049999999999,65.78333333333333,1033.8660000000002,87.47966666666665,187.8736666666667,168.31249999999997,776.0699999999999,66.72149999999999,44.8665,456.17300000000006,251.17450000000002,93.014,123.73133333333332,165.5275,24.41433333333333,151.53475,74.1075,38.5155,27.084600000000002,577.2065,122.72999999999999,208.62199999999999,20.688333333333333,42.155499999999996,,,,,,,,,,,,,,,,,,,
1888,20868.59400000008,17353.93800000012,73470.9479999996,15752.624000000043,307.822,18387.242000000067,8857.712000000009,10769.898000000023,8733.118000000026,23429.670000000147,4304.967999999997,2465.3759999999975,2074.5699999999993,9746.606000000089,10631.720000000005,11132.54600000005,4863.145999999998,2150.8619999999987,1157.4100000000003,1427.4980000000003,2762.073999999998,3089.1899999999982,5407.0659999999925,5749.203999999994,673.3839999999999,7721.85400000001,1701.1720000000005,13926.436000000016,5387.61799999999,170.114,3096.7839999999983,1139.7299999999998,2120.968,609.4999999999999,2811.485999999999,534.1519999999997,700.7180000000002,636.6980000000001,1702.6520000000007,912.3679999999998,2620.927999999999,181.49200000000005,651.5160000000001,5723.5059999999985,377.90600000000006,1153.112,1120.8900000000003,1372.0620000000004,341.502,185.666,534.7760000000001,102.556,991.7499999999999,362.99,276.45000000000005,821.3859999999999,378.2940000000001,1138.3960000000002,151.738,30.508000000000003,59.55,520.2699999999999,72.27666666666667,1100.5140000000001,99.2653333333333,214.00133333333338,186.61999999999998,823.7099999999999,69.086,46.256,518.442,276.898,99.816,137.05866666666665,168.67,26.470666666666666,171.014,80.33,43.342,28.8024,656.756,135.88,230.468,22.906666666666666,46.702,,,,,,,,,,,,,,,,,,,
1889,21865.969500000076,17648.93150000011,79406.31899999961,16265.992000000042,320.2785,19187.083500000066,9267.126000000007,11186.449000000022,8782.314000000024,24746.255000000147,4378.821499999998,2461.3629999999976,2270.369999999999,9740.20050000008,11506.870000000006,11433.150500000047,5378.592999999998,2230.560999999999,1173.6675000000002,1438.9465000000002,2838.414499999998,3143.9224999999983,5626.2129999999925,6064.431999999995,703.2845,8021.904500000008,1870.7835000000005,14777.200500000017,5550.608999999991,172.987,3291.8894999999984,1188.2024999999999,2236.9215,624.5374999999999,3097.432999999999,524.0834999999997,675.6740000000002,679.479,1712.5810000000006,937.6114999999999,2894.6539999999986,190.34350000000006,704.2005,6156.482999999998,390.67050000000006,1130.286,1199.6575000000003,1406.9410000000003,348.79600000000005,195.90299999999996,582.0255,107.673,1051.8125,348.6625,303.51750000000004,855.5104999999999,404.85450000000014,1202.2630000000001,164.469,32.5165,62.005,527.3349999999999,78.77000000000001,1167.1620000000003,111.05099999999996,240.12900000000005,204.92749999999998,871.3499999999999,71.4505,47.6455,580.711,302.6215,106.618,150.386,171.8125,28.527,190.49325000000002,86.5525,48.16850000000001,30.520200000000003,736.3054999999999,149.03,252.314,25.125,51.2485,,,,,,,,,,,,,,,,,,,
1890,22863.34500000007,17943.925000000105,85341.68999999961,16779.360000000037,332.735,19986.92500000006,9676.540000000006,11603.000000000022,8831.51000000002,26062.840000000146,4452.674999999998,2457.3499999999976,2466.169999999999,9733.795000000071,12382.020000000006,11733.755000000041,5894.039999999997,2310.259999999999,1189.9250000000002,1450.3950000000004,2914.7549999999983,3198.6549999999984,5845.359999999992,6379.659999999996,733.185,8321.955000000007,2040.3950000000004,15627.965000000015,5713.599999999991,175.86,3486.994999999998,1236.675,2352.875,639.5749999999998,3383.379999999999,514.0149999999998,650.6300000000001,722.2600000000001,1722.5100000000007,962.8549999999998,3168.3799999999987,199.19500000000005,756.8850000000001,6589.459999999999,403.43500000000006,1107.46,1278.4250000000004,1441.8200000000002,356.09000000000003,206.14,629.2750000000001,112.78999999999999,1111.875,334.33500000000004,330.58500000000004,889.6349999999999,431.4150000000001,1266.13,177.2,34.525,64.46000000000001,534.3999999999999,85.26333333333334,1233.8100000000004,122.83666666666663,266.2566666666668,223.23499999999999,918.99,73.815,49.035,642.98,328.345,113.41999999999999,163.7133333333333,174.95499999999998,30.583333333333332,209.97250000000003,92.775,52.995000000000005,32.238,815.8549999999999,162.18,274.15999999999997,27.343333333333334,55.795,,,,,,,,,,,,,,,,,,,
