Code,Label,Variable
8510,Arikara,LANGUAGED
8520,Pawnee,LANGUAGED
8530,Wichita,LANGUAGED
8600,Shoshonean/Hopi,LANGUAGED
8601,Comanche,LANGUAGED
8602,"Mono, Owens Valley Paiute",LANGUAGED
8603,Paiute,LANGUAGED
8604,"Northern Paiute, Bannock, Num, Snake",LANGUAGED
8605,Southern Paiute,LANGUAGED
8606,Chemehuevi,LANGUAGED
8607,Kawaiisu,LANGUAGED
8608,Ute,LANGUAGED
8609,Shoshoni,LANGUAGED
8610,Panamint,LANGUAGED
8620,Hopi,LANGUAGED
8630,Cahuilla,LANGUAGED
8631,Cupeno,LANGUAGED
8632,Luiseno,LANGUAGED
8633,Serrano,LANGUAGED
8640,Tubatulabal,LANGUAGED
8700,"Pima, Papago",LANGUAGED
8800,Yaqui,LANGUAGED
8810,"Sonoran n.e.c., Cahita, Guasave, Huichole, Nayit, Tarahumar",LANGUAGED
8820,Tarahumara,LANGUAGED
8900,"Aztecan, Nahuatl, Uto-Aztecan",LANGUAGED
8910,"Aztecan, Mexicano, Nahua",LANGUAGED
9000,Tanoan languages,LANGUAGED
9010,"Picuris, Northern Tiwa, Taos",LANGUAGED
9020,"Tiwa, Isleta",LANGUAGED
9030,Sandia,LANGUAGED
9040,"Tewa, Hano, Hopi-Tewa, San Ildefonso, San Juan, Santa Clara",LANGUAGED
9050,Towa,LANGUAGED
9100,Wiyot,LANGUAGED
9101,Yurok,LANGUAGED
9110,Kwakiutl,LANGUAGED
9111,Nootka,LANGUAGED
9112,Makah,LANGUAGED
9120,Kutenai,LANGUAGED
9130,Haida,LANGUAGED
9131,"Tlingit, Chilkat, Sitka, Tongass, Yakutat",LANGUAGED
9140,Tonkawa,LANGUAGED
9150,Yuchi,LANGUAGED
9160,Chetemacha,LANGUAGED
9170,Yuki,LANGUAGED
9171,Wappo,LANGUAGED
9200,Mayan languages,LANGUAGED
9210,Misumalpan,LANGUAGED
9211,Cakchiquel,LANGUAGED
9212,Mam,LANGUAGED
9213,Maya,LANGUAGED
9214,Quekchi,LANGUAGED
9215,Quiche,LANGUAGED
9220,Tarascan,LANGUAGED
9230,Mapuche,LANGUAGED
9231,Araucanian,LANGUAGED
9240,Oto-Manguen,LANGUAGED
9241,Mixtec,LANGUAGED
9242,Zapotec,LANGUAGED
9250,Quechua,LANGUAGED
9260,Aymara,LANGUAGED
9270,Arawakian,LANGUAGED
9271,Island Caribs,LANGUAGED
9280,Chibchan,LANGUAGED
9281,Cuna,LANGUAGED
9282,Guaymi,LANGUAGED
9290,Tupi-Guarani,LANGUAGED
9291,Tupi,LANGUAGED
9292,Guarani,LANGUAGED
9300,"American Indian, n.s.",LANGUAGED
9400,Native,LANGUAGED
9410,Other specified American Indian languages,LANGUAGED
9420,South/Central American Indian,LANGUAGED
9500,No language,LANGUAGED
9600,Other or not reported,LANGUAGED
9601,Other n.e.c.,LANGUAGED
9602,Other n.s.,LANGUAGED
9999,,LANGUAGED
0,N/A (Blank),SPEAKING
1,Does not speak English,SPEAKING
2,"Yes, speaks English...",SPEAKING
3,"Yes, speaks only English",SPEAKING
4,"Yes, speaks very well",SPEAKING
5,"Yes, speaks well",SPEAKING
6,"Yes, but not well",SPEAKING
7,Unknown,SPEAKING
8,Illegible,SPEAKING
1,White,RACESING
2,Black,RACESING
3,American Indian/Alaska Native,RACESING
4,Asian and/or Pacific Islander,RACESING
5,"Other race, non-Hispanic",RACESING
10,White,RACESINGD
12,"""Other race"", Hispanic",RACESINGD
20,Black,RACESINGD
21,Mulatto,RACESINGD
30,AI (American Indian),RACESINGD
31,AN (Alaskan Native),RACESINGD
32,AI/AN (American Indian/Alaskan Native),RACESINGD
40,Asian Indian,RACESINGD
41,Chinese,RACESINGD
42,Filipino,RACESINGD
43,Japanese,RACESINGD
44,Korean,RACESINGD
45,Asian,RACESINGD
46,Hawaiian,RACESINGD
47,PI (Pacific Islander),RACESINGD
48,Asian and PI (Pacific Islander),RACESINGD
50,"Other race, non-Hispanic",RACESINGD
51,Other race,RACESINGD
0,Accountants and auditors,OCC1950
1,Actors and actresses,OCC1950
2,Airplane pilots and navigators,OCC1950
3,Architects,OCC1950
4,Artists and art teachers,OCC1950
5,Athletes,OCC1950
6,Authors,OCC1950
7,Chemists,OCC1950
8,Chiropractors,OCC1950
9,Clergymen,OCC1950
10,College presidents and deans,OCC1950
12,Agricultural sciences-Professors and instructors,OCC1950
13,Biological sciences-Professors and instructors,OCC1950
14,Chemistry-Professors and instructors,OCC1950
15,Economics-Professors and instructors,OCC1950
16,Engineering-Professors and instructors,OCC1950
17,Geology and geophysics-Professors and instructors,OCC1950
18,Mathematics-Professors and instructors,OCC1950
19,Medical Sciences-Professors and instructors,OCC1950
23,Physics-Professors and instructors,OCC1950
24,Psychology-Professors and instructors,OCC1950
25,Statistics-Professors and instructors,OCC1950
26,Natural science (nec)-Professors and instructors,OCC1950
27,Social sciences (nec)-Professors and instructors,OCC1950
28,Non-scientific subjects-Professors and instructors,OCC1950
29,Subject not specified-Professors and instructors,OCC1950
31,Dancers and dancing teachers,OCC1950
32,Dentists,OCC1950
33,Designers,OCC1950
34,Dietitians and nutritionists,OCC1950
35,Draftsmen,OCC1950
36,Editors and reporters,OCC1950
41,Aeronautical-Engineers,OCC1950
42,Chemical-Engineers,OCC1950
43,Civil-Engineers,OCC1950
44,Electrical-Engineers,OCC1950
45,Industrial-Engineers,OCC1950
46,Mechanical-Engineers,OCC1950
47,"Metallurgical, metallurgists-Engineers",OCC1950
48,Mining-Engineers,OCC1950
49,Engineers (nec),OCC1950
51,Entertainers (nec),OCC1950
52,Farm and home management advisors,OCC1950
53,Foresters and conservationists,OCC1950
54,Funeral directors and embalmers,OCC1950
55,Lawyers and judges,OCC1950
56,Librarians,OCC1950
57,Musicians and music teachers,OCC1950
58,"Nurses, professional",OCC1950
59,"Nurses, student professional",OCC1950
61,Agricultural scientists,OCC1950
62,Biological scientists,OCC1950
63,Geologists and geophysicists,OCC1950
67,Mathematicians,OCC1950
68,Physicists,OCC1950
69,Misc. natural scientists,OCC1950
70,Optometrists,OCC1950
71,Osteopaths,OCC1950
72,Personnel and labor relations workers,OCC1950
73,Pharmacists,OCC1950
74,Photographers,OCC1950
75,Physicians and surgeons,OCC1950
76,Radio operators,OCC1950
77,Recreation and group workers,OCC1950
78,Religious workers,OCC1950
79,"Social and welfare workers, except group",OCC1950
81,Economists,OCC1950
82,Psychologists,OCC1950
83,Statisticians and actuaries,OCC1950
84,Misc social scientists,OCC1950
91,Sports instructors and officials,OCC1950
92,Surveyors,OCC1950
93,Teachers (n.e.c.),OCC1950
94,Medical and dental-technicians,OCC1950
95,Testing-technicians,OCC1950
96,Technicians (nec),OCC1950
97,Therapists and healers (nec),OCC1950
98,Veterinarians,OCC1950
99,"Professional, technical and kindred workers (nec)",OCC1950
100,Farmers (owners and tenants),OCC1950
123,Farm managers,OCC1950
200,"Buyers and dept heads, store",OCC1950
201,"Buyers and shippers, farm products",OCC1950
203,"Conductors, railroad",OCC1950
204,Credit men,OCC1950
205,"Floormen and floor managers, store",OCC1950
210,"Inspectors, public administration",OCC1950
230,"Managers and superintendants, building",OCC1950
240,"Officers, pilots, pursers and engineers, ship",OCC1950
250,"Officials and administratators (nec), public administration",OCC1950
260,"Officials, lodge, society, union, etc.",OCC1950
270,Postmasters,OCC1950
280,Purchasing agents and buyers (nec),OCC1950
290,"Managers, officials, and proprietors (nec)",OCC1950
300,Agents (nec),OCC1950
301,"Attendants and assistants, library",OCC1950
302,"Attendants, physicians and dentists office",OCC1950
304,"Baggagemen, transportation",OCC1950
305,Bank tellers,OCC1950
310,Bookkeepers,OCC1950
320,Cashiers,OCC1950
321,"Collectors, bill and account",OCC1950
322,"Dispatchers and starters, vehicle",OCC1950
325,Express messengers and railway mail clerks,OCC1950
335,Mail carriers,OCC1950
340,Messengers and office boys,OCC1950
341,Office machine operators,OCC1950
342,Shipping and receiving clerks,OCC1950
350,"Stenographers, typists, and secretaries",OCC1950
360,Telegraph messengers,OCC1950
365,Telegraph operators,OCC1950
370,Telephone operators,OCC1950
380,"Ticket, station, and express agents",OCC1950
390,Clerical and kindred workers (n.e.c.),OCC1950
400,Advertising agents and salesmen,OCC1950
410,Auctioneers,OCC1950
420,Demonstrators,OCC1950
430,Hucksters and peddlers,OCC1950
450,Insurance agents and brokers,OCC1950
460,Newsboys,OCC1950
470,Real estate agents and brokers,OCC1950
480,Stock and bond salesmen,OCC1950
490,Salesmen and sales clerks (nec),OCC1950
500,Bakers,OCC1950
501,Blacksmiths,OCC1950
502,Bookbinders,OCC1950
503,Boilermakers,OCC1950
504,"Brickmasons,stonemasons, and tile setters",OCC1950
505,Cabinetmakers,OCC1950
510,Carpenters,OCC1950
511,Cement and concrete finishers,OCC1950
512,Compositors and typesetters,OCC1950
513,"Cranemen,derrickmen, and hoistmen",OCC1950
514,Decorators and window dressers,OCC1950
515,Electricians,OCC1950
520,Electrotypers and stereotypers,OCC1950
521,"Engravers, except photoengravers",OCC1950
522,"Excavating, grading, and road machinery operators",OCC1950
523,Foremen (nec),OCC1950
524,Forgemen and hammermen,OCC1950
525,Furriers,OCC1950
530,Glaziers,OCC1950
531,"Heat treaters, annealers, temperers",OCC1950
532,"Inspectors, scalers, and graders log and lumber",OCC1950
533,Inspectors (nec),OCC1950
534,"Jewelers, watchmakers, goldsmiths, and silversmiths",OCC1950
535,"Job setters, metal",OCC1950
540,"Linemen and servicemen, telegraph, telephone, and power",OCC1950
541,Locomotive engineers,OCC1950
542,Locomotive firemen,OCC1950
543,Loom fixers,OCC1950
544,Machinists,OCC1950
545,Airplane-mechanics and repairmen,OCC1950
550,Automobile-mechanics and repairmen,OCC1950
551,Office machine-mechanics and repairmen,OCC1950
552,Radio and television-mechanics and repairmen,OCC1950
553,Railroad and car shop-mechanics and repairmen,OCC1950
554,Mechanics and repairmen (nec),OCC1950
555,"Millers, grain, flour, feed, etc",OCC1950
560,Millwrights,OCC1950
561,"Molders, metal",OCC1950
562,Motion picture projectionists,OCC1950
563,Opticians and lens grinders and polishers,OCC1950
564,"Painters, construction and maintenance",OCC1950
565,Paperhangers,OCC1950
570,"Pattern and model makers, except paper",OCC1950
571,Photoengravers and lithographers,OCC1950
572,Piano and organ tuners and repairmen,OCC1950
573,Plasterers,OCC1950
574,Plumbers and pipe fitters,OCC1950
575,"Pressmen and plate printers, printing",OCC1950
580,"Rollers and roll hands, metal",OCC1950
581,Roofers and slaters,OCC1950
582,"Shoemakers and repairers, except factory",OCC1950
583,Stationary engineers,OCC1950
584,Stone cutters and stone carvers,OCC1950
585,Structural metal workers,OCC1950
590,Tailors and tailoresses,OCC1950
591,"Tinsmiths, coppersmiths, and sheet metal workers",OCC1950
592,"Tool makers, and die makers and setters",OCC1950
593,Upholsterers,OCC1950
594,Craftsmen and kindred workers (nec),OCC1950
595,Members of the armed services,OCC1950
600,Auto mechanics apprentice,OCC1950
601,Bricklayers and masons apprentice,OCC1950
602,Carpenters apprentice,OCC1950
603,Electricians apprentice,OCC1950
604,Machinists and toolmakers apprentice,OCC1950
605,"Mechanics, except auto apprentice",OCC1950
610,Plumbers and pipe fitters apprentice,OCC1950
611,"Apprentices, building trades (nec)",OCC1950
612,"Apprentices, metalworking trades (nec)",OCC1950
613,"Apprentices, printing trades",OCC1950
614,"Apprentices, other specified trades",OCC1950
615,"Apprentices, trade not specified",OCC1950
620,Asbestos and insulation workers,OCC1950
621,"Attendants, auto service and parking",OCC1950
622,Blasters and powdermen,OCC1950
623,"Boatmen, canalmen, and lock keepers",OCC1950
624,"Brakemen, railroad",OCC1950
625,Bus drivers,OCC1950
630,"Chainmen, rodmen, and axmen, surveying",OCC1950
631,"Conductors, bus and street railway",OCC1950
632,Deliverymen and routemen,OCC1950
633,"Dressmakers and seamstresses, except factory",OCC1950
634,Dyers,OCC1950
635,"Filers, grinders, and polishers, metal",OCC1950
640,"Fruit, nut, and vegetable graders, and packers, except facto",OCC1950
641,"Furnacemen, smeltermen and pourers",OCC1950
642,"Heaters, metal",OCC1950
643,Laundry and dry cleaning Operatives,OCC1950
644,"Meat cutters, except slaughter and packing house",OCC1950
645,Milliners,OCC1950
650,Mine operatives and laborers,OCC1950
660,"Motormen, mine, factory, logging camp, etc",OCC1950
661,"Motormen, street, subway, and elevated railway",OCC1950
662,"Oilers and greaser, except auto",OCC1950
670,"Painters, except construction or maintenance",OCC1950
671,Photographic process workers,OCC1950
672,Power station operators,OCC1950
673,Sailors and deck hands,OCC1950
674,Sawyers,OCC1950
675,"Spinners, textile",OCC1950
680,Stationary firemen,OCC1950
681,"Switchmen, railroad",OCC1950
682,Taxicab drivers and chauffeurs,OCC1950
683,Truck and tractor drivers,OCC1950
684,"Weavers, textile",OCC1950
685,Welders and flame cutters,OCC1950
690,Operative and kindred workers (nec),OCC1950
700,"Housekeepers, private household",OCC1950
710,"Laundresses, private household",OCC1950
720,Private household workers (nec),OCC1950
730,"Attendants, hospital and other institution",OCC1950
731,"Attendants, professional and personal service (nec)",OCC1950
732,"Attendants, recreation and amusement",OCC1950
740,"Barbers, beauticians, and manicurists",OCC1950
750,Bartenders,OCC1950
751,Bootblacks,OCC1950
752,Boarding and lodging house keepers,OCC1950
753,Charwomen and cleaners,OCC1950
754,"Cooks, except private household",OCC1950
760,Counter and fountain workers,OCC1950
761,Elevator operators,OCC1950
762,"Firemen, fire protection",OCC1950
763,"Guards, watchmen, and doorkeepers",OCC1950
764,"Housekeepers and stewards, except private household",OCC1950
770,Janitors and sextons,OCC1950
771,Marshals and constables,OCC1950
772,Midwives,OCC1950
773,Policemen and detectives,OCC1950
780,Porters,OCC1950
781,Practical nurses,OCC1950
782,Sheriffs and bailiffs,OCC1950
783,"Ushers, recreation and amusement",OCC1950
784,Waiters and waitresses,OCC1950
785,Watchmen (crossing) and bridge tenders,OCC1950
790,"Service workers, except private household (nec)",OCC1950
810,Farm foremen,OCC1950
820,"Farm laborers, wage workers",OCC1950
830,"Farm laborers, unpaid family workers",OCC1950
840,"Farm service laborers, self-employed",OCC1950
910,Fishermen and oystermen,OCC1950
920,Garage laborers and car washers and greasers,OCC1950
930,"Gardeners, except farm and groundskeepers",OCC1950
940,Longshoremen and stevedores,OCC1950
950,"Lumbermen, raftsmen, and woodchoppers",OCC1950
960,Teamsters,OCC1950
970,Laborers (nec),OCC1950
979,Not yet classified,OCC1950
980,Keeps house/housekeeping at home/housewife,OCC1950
981,Imputed keeping house (1850-1900),OCC1950
982,Helping at home/helps parents/housework,OCC1950
983,At school/student,OCC1950
984,Retired,OCC1950
985,Unemployed/without occupation,OCC1950
986,Invalid/disabled w/ no occupation reported,OCC1950
987,Inmate,OCC1950
990,New Worker,OCC1950
991,Gentleman/lady/at leisure,OCC1950
995,Other non-occupation,OCC1950
997,Occupation missing/unknown,OCC1950
999,N/A (blank),OCC1950
0,N/A or none reported,IND1950
105,Agriculture,IND1950
116,Forestry,IND1950
126,Fisheries,IND1950
206,Metal mining,IND1950
216,Coal mining,IND1950
226,Crude petroleum and natural gas extraction,IND1950
236,"Nonmettalic mining and quarrying, except fuel",IND1950
239,"Mining, not specified",IND1950
246,Construction,IND1950
306,Logging,IND1950
307,"Sawmills, planing mills, and mill work",IND1950
308,Misc wood products,IND1950
309,Furniture and fixtures,IND1950
316,Glass and glass products,IND1950
317,"Cement, concrete, gypsum and plaster products",IND1950
318,Structural clay products,IND1950
319,Pottery and related prods,IND1950
326,Misc nonmetallic mineral and stone products,IND1950
336,"Blast furnaces, steel works, and rolling mills",IND1950
337,Other primary iron and steel industries,IND1950
338,Primary nonferrous industries,IND1950
346,Fabricated steel products,IND1950
347,Fabricated nonferrous metal products,IND1950
348,Not specified metal industries,IND1950
356,Agricultural machinery and tractors,IND1950
357,Office and store machines,IND1950
358,Misc machinery,IND1950
367,"Electrical machinery, equipment and supplies",IND1950
376,Motor vehicles and motor vehicle equipment,IND1950
377,Aircraft and parts,IND1950
378,Ship and boat building and repairing,IND1950
379,Railroad and misc transportation equipment,IND1950
386,Professional equipment,IND1950
387,Photographic equipment and supplies,IND1950
388,"Watches, clocks, and clockwork-operated devices",IND1950
399,Misc manufacturing industries,IND1950
406,Meat products,IND1950
407,Dairy products,IND1950
408,"Canning and preserving fruits, vegetables, and seafoods",IND1950
409,Grain-mill products,IND1950
416,Bakery products,IND1950
417,Confectionery and related products,IND1950
418,Beverage industries,IND1950
419,Misc food preparations and kindred products,IND1950
426,Not specified food industries,IND1950
429,Tobacco manufactures,IND1950
436,Knitting mills,IND1950
437,"Dyeing and finishing textiles, except knit goods",IND1950
438,"Carpets, rugs, and other floor coverings",IND1950
439,"Yarn, thread, and fabric",IND1950
446,Misc textile mill products,IND1950
448,Apparel and accessories,IND1950
449,Misc fabricated textile products,IND1950
456,"Pulp, paper, and paper-board mills",IND1950
457,Paperboard containers and boxes,IND1950
458,Misc paper and pulp products,IND1950
459,"Printing, publishing, and allied industries",IND1950
466,Synthetic fibers,IND1950
467,Drugs and medicines,IND1950
468,"Paints, varnishes, and related products",IND1950
469,Misc chemicals and allied products,IND1950
476,Petroleum refining,IND1950
477,Misc petroleum and coal products,IND1950
478,Rubber products,IND1950
487,"Leather: tanned, curried, and finished",IND1950
488,"Footwear, except rubber",IND1950
489,"Leather products, except footwear",IND1950
499,Not specified manufacturing industries,IND1950
506,Railroads and railway,IND1950
516,Street railways and bus lines,IND1950
526,Trucking service,IND1950
527,Warehousing and storage,IND1950
536,Taxicab service,IND1950
546,Water transportation,IND1950
556,Air transportation,IND1950
567,Petroleum and gasoline pipe lines,IND1950
568,Services incidental to transportation,IND1950
578,Telephone,IND1950
579,Telegraph,IND1950
586,Electric light and power,IND1950
587,Gas and steam supply systems,IND1950
588,Electric-gas utilities,IND1950
596,Water supply,IND1950
597,Sanitary services,IND1950
598,Other and not specified utilities,IND1950
606,Motor vehicles and equipment,IND1950
607,"Drugs, chemicals, and allied products",IND1950
608,Dry goods apparel,IND1950
609,Food and related products,IND1950
616,"Electrical goods, hardware, and plumbing equipment",IND1950
617,"Machinery, equipment, and supplies",IND1950
618,Petroleum products,IND1950
619,Farm prods--raw materials,IND1950
626,Misc wholesale trade,IND1950
627,Not specified wholesale trade,IND1950
636,"Food stores, except dairy",IND1950
637,Dairy prods stores and milk retailing,IND1950
646,General merchandise,IND1950
647,Five and ten cent stores,IND1950
656,"Apparel and accessories stores, except shoe",IND1950
657,Shoe stores,IND1950
658,Furniture and house furnishings stores,IND1950
659,Household appliance and radio stores,IND1950
667,Motor vehicles and accessories retailing,IND1950
668,Gasoline service stations,IND1950
669,Drug stores,IND1950
679,Eating and drinking places,IND1950
686,Hardware and farm implement stores,IND1950
687,Lumber and building material retailing,IND1950
688,Liquor stores,IND1950
689,Retail florists,IND1950
696,Jewelry stores,IND1950
697,Fuel and ice retailing,IND1950
698,Misc retail stores,IND1950
699,Not specified retail trade,IND1950
716,Banking and credit,IND1950
726,Security and commodity brokerage and invest companies,IND1950
736,Insurance,IND1950
746,Real estate,IND1950
756,Real estate-insurance-law offices,IND1950
806,Advertising,IND1950
807,"Accounting, auditing, and bookkeeping services",IND1950
808,Misc business services,IND1950
816,Auto repair services and garages,IND1950
817,Misc repair services,IND1950
826,Private households,IND1950
836,Hotels and lodging places,IND1950
846,"Laundering, cleaning, and dyeing",IND1950
847,Dressmaking shops,IND1950
848,Shoe repair shops,IND1950
849,Misc personal services,IND1950
856,Radio broadcasting and television,IND1950
857,Theaters and motion pictures,IND1950
858,"Bowling alleys, and billiard and pool parlors",IND1950
859,Misc entertainment and recreation services,IND1950
868,"Medical and other health services, except hospitals",IND1950
869,Hospitals,IND1950
879,Legal services,IND1950
888,Educational services,IND1950
896,Welfare and religious services,IND1950
897,Nonprofit membership organizs.,IND1950
898,Engineering and architectural services,IND1950
899,Misc professional and related,IND1950
906,Postal service,IND1950
916,Federal public administration,IND1950
926,State public administration,IND1950
936,Local public administration,IND1950
946,"Public Administration, level not specified",IND1950
976,Common or general laborer,IND1950
979,Not yet specified,IND1950
980,Unpaid domestic work,IND1950
982,Housework at home,IND1950
983,"School response (students, etc.)",IND1950
984,Retired,IND1950
986,Sick/disabled,IND1950
987,Institution response,IND1950
991,Lady/Man of leisure,IND1950
995,Non-industrial response,IND1950
997,Nonclassifiable,IND1950
998,Industry not reported,IND1950
999,Blank or blank equivalent,IND1950